Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1704311488,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,2,2,21030.68730002269,21042.44109999854,21030.68730002269,21054.19489997439,0.0
1704311489,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,2,2,21030.68730002269,21042.44109999854,21030.68730002269,21054.19489997439,0.0
1704311490,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,2,2,21030.68730002269,21042.44109999854,21030.68730002269,21054.19489997439,0.0
1704311491,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311492,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311493,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311494,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311495,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311496,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311497,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311498,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311499,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311500,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311501,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311502,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311503,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311504,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311505,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311506,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311507,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311508,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311509,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311510,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311511,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311512,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,3,21030.68730002269,21047.769066644832,21030.68730002269,21058.424999937415,0.0
1704311513,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,4,4,21030.68730002269,21046.99972498929,21030.68730002269,21058.424999937415,0.0
1704311514,1,,Aggregated,0.000000,0.000000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,4,4,21030.68730002269,21046.99972498929,21030.68730002269,21058.424999937415,0.0
